suite	core	model	case	opcode	mnemonic	mode	legality	status	detail
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$83	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$84	STY	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$85	STA	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$86	STX	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$87	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$88	DEY	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$89	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$8A	TXA	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$8B	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$8C	STY	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$8D	STA	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$8E	STX	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$8F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$90	BCC	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$91	STA	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$92	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$93	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$94	STY	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$95	STA	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$96	STX	zero page,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$97	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$98	TYA	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$99	STA	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$9A	TXS	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$9B	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$9C	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$9D	STA	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$9E	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$9F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$A0	LDY	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$A1	LDA	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$A2	LDX	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$A3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$A4	LDY	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$A5	LDA	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$A6	LDX	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$A7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$A8	TAY	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$A9	LDA	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$AA	TAX	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$AB	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$AC	LDY	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$AD	LDA	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$AE	LDX	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$AF	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$B0	BCS	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$B1	LDA	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$B2	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$B3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$B4	LDY	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$B5	LDA	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$B6	LDX	zero page,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$B7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$B8	CLV	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$B9	LDA	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$BA	TSX	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$BB	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$BC	LDY	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$BD	LDA	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$BE	LDX	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$BF	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$C0	CPY	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$C1	CMP	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$C2	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$C3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$C4	CPY	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$C5	CMP	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$C6	DEC	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$C7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$C8	INY	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$C9	CMP	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$CA	DEX	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$CB	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$CC	CPY	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$CD	CMP	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$CE	DEC	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$CF	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$D0	BNE	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$D1	CMP	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$D2	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$D3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$D4	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$D5	CMP	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$D6	DEC	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$D7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$D8	CLD	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$D9	CMP	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$DA	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$DB	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$DC	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$DD	CMP	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$DE	DEC	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$DF	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$E0	CPX	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$E1	SBC	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$E2	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$E3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$E4	CPX	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$E5	SBC	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$E6	INC	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$E7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$E8	INX	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$E9	SBC	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$EA	NOP	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$EB	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$EC	CPX	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$ED	SBC	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$EE	INC	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$EF	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$F0	BEQ	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$F1	SBC	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$F2	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$F3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$F4	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$F5	SBC	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$F6	INC	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$F7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$F8	SED	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$F9	SBC	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$FA	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$FB	???	illegal	illegal	pass	
